City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,Bandarbeyla,9.4942,50.8122,77.88,70,75,17.69,SO,1669062732
355,Khorramabad,33.4878,48.3558,46.02,71,0,2.3,IR,1669062777
356,Kenai,60.5544,-151.2583,36.14,94,100,10.36,US,1669062778
357,Severodvinsk,64.5635,39.8302,23.11,91,25,4.97,RU,1669062778
358,Lavrentiya,65.5833,-171.0,11.82,74,100,18.86,RU,1669062779
359,Pisco,-13.7,-76.2167,69.85,78,0,8.05,PE,1669062780
360,Baykit,61.67,96.37,-30.14,100,46,1.41,RU,1669062741
361,Tiznit,29.5833,-9.5,63.25,49,36,0.98,MA,1669062647
362,Rawson,-43.3002,-65.1023,63.32,35,0,25.32,AR,1669062781
363,Yarmolyntsi,49.1924,26.8373,26.15,98,93,7.38,UA,1669062782
364,Esperance,-33.8667,121.9,52.11,80,0,10.65,AU,1669062783
365,La Plata,-34.9215,-57.9545,66.04,75,100,11.7,AR,1669062728
366,Beringovskiy,63.05,179.3167,-6.34,91,38,18.97,RU,1669062784
367,San Juan,-31.5375,-68.5364,77.61,21,0,5.91,AR,1669062734
368,Muros,42.7762,-9.0603,51.84,82,62,17.69,ES,1669062577
369,Salalah,17.0151,54.0924,77.09,73,0,4.61,OM,1669062786
370,Afrikanda,67.4429,32.7828,25.07,87,100,0.51,RU,1669062787
371,Tongliao,43.6125,122.2653,19.35,78,6,4.5,CN,1669062642
372,Baghdad,33.3406,44.4009,58.91,63,0,2.3,IQ,1669062789
373,Ilulissat,69.2167,-51.1,15.82,86,40,0.0,GL,1669062789
374,Casper,42.8666,-106.3131,45.19,26,0,21.85,US,1669062790
375,Puerto Escondido,15.85,-97.0667,86.83,54,40,3.44,MX,1669062770
376,Asau,46.4333,26.4,33.28,99,100,3.2,RO,1669062793
377,Shubarkuduk,49.1447,56.4872,34.21,100,100,2.42,KZ,1669062793
378,Omsukchan,62.5333,155.8,-1.52,98,100,5.17,RU,1669062794
379,Sola,-13.8833,167.55,82.26,74,15,10.31,VU,1669062795
380,Maltahohe,-24.8333,16.9833,64.42,67,90,5.91,NA,1669062796
381,Mackay,-21.15,149.2,77.68,80,100,7.58,AU,1669062642
382,Shirokovskiy,58.8424,57.7832,14.95,97,99,1.97,RU,1669062797
383,Piedras,4.5383,-74.8818,84.9,57,56,6.08,CO,1669062798
384,Hasilpur,29.7122,72.5553,64.0,29,0,3.85,PK,1669062800
385,Doha,25.2867,51.5333,73.38,58,0,6.91,QA,1669062801
386,Half Moon Bay,37.4636,-122.4286,66.22,40,0,6.91,US,1669062642
387,Lagunas,-5.2269,-75.6753,93.56,42,81,3.18,PE,1669062802
388,Dalvik,65.9702,-18.5286,40.93,85,76,10.78,IS,1669062803
389,Te Horo,-40.8084,175.1233,64.8,79,52,5.99,NZ,1669062804
390,Janesville,42.6828,-89.0187,42.66,45,20,11.5,US,1669062804
391,Puerto Plata,19.7934,-70.6884,84.04,79,40,17.27,DO,1669062805
392,Monkey Bay,-14.0728,34.9201,81.41,66,11,15.66,MW,1669062807
393,Katsuura,35.1333,140.3,53.62,89,16,9.13,JP,1669062808
394,Tobol,52.6844,62.5794,6.26,97,88,4.76,KZ,1669062809
395,Sitka,57.0531,-135.33,46.29,76,100,8.05,US,1669062810
396,Resistencia,-27.4606,-58.9839,71.58,83,100,16.11,AR,1669062811
397,Kudahuvadhoo,2.6708,72.8944,80.92,77,92,14.81,MV,1669062812
398,Khuchni,41.9499,47.9485,57.0,33,100,3.29,RU,1669062812
399,Elko,41.0002,-115.5012,28.63,54,21,1.01,US,1669062813
400,Ambovombe,-25.1667,46.0833,65.77,63,32,5.01,MG,1669062814
401,Geraldton,-28.7667,114.6,72.01,24,70,12.66,AU,1669062685
402,San Francisco,37.7749,-122.4194,64.76,43,75,8.01,US,1669062601
403,Lujan,-34.5703,-59.105,65.91,82,98,15.82,AR,1669062815
404,Sandy Bay,-42.913,147.3532,48.29,74,40,17.27,AU,1669062816
405,Cayenne,4.9333,-52.3333,84.24,74,0,8.05,GF,1669062616
406,Svetlogorsk,52.6333,29.7333,27.5,97,100,10.2,BY,1669062817
407,Wagar,16.1525,36.2032,79.14,53,67,13.98,SD,1669062818
408,Tual,-5.6667,132.75,84.51,71,100,7.4,ID,1669062818
409,Sandwick,60.0,-1.25,40.82,81,40,2.3,GB,1669062819
410,Pimentel,-6.8367,-79.9342,73.69,60,0,17.27,PE,1669062820
411,Zhanaozen,43.3,52.8,51.51,80,100,10.22,KZ,1669062821
412,Namatanai,-3.6667,152.4333,81.72,75,18,6.98,PG,1669062822
413,Magistralnyy,56.1725,107.4458,7.99,82,100,5.86,RU,1669062822
414,Ipixuna,-1.7625,-48.8043,82.24,70,95,6.17,BR,1669062823
415,La Sarre,48.8002,-79.1996,25.86,82,100,16.4,CA,1669062642
416,Calabozo,8.9242,-67.4293,86.79,52,43,6.04,VE,1669062824
417,Klimovo,52.3805,32.1923,32.61,97,100,11.5,RU,1669062825
418,Bulawayo,-20.15,28.5833,67.35,67,4,7.58,ZW,1669062826
419,Sioux Lookout,50.1001,-91.917,23.07,68,75,10.36,CA,1669062826
420,Hirara,24.8,125.2833,76.71,67,91,7.58,JP,1669062827
421,Davila,18.4726,120.5763,80.4,77,74,1.68,PH,1669062828
422,Dong Xoai,11.5333,106.9167,72.99,98,100,1.59,VN,1669062829
423,Nanortalik,60.1432,-45.2371,24.62,82,44,9.91,GL,1669062829
424,Dhidhdhoo,6.8833,73.1,81.52,60,43,10.13,MV,1669062830
425,Bathsheba,13.2167,-59.5167,79.41,83,40,20.71,BB,1669062831
426,Yuzhnouralsk,54.4418,61.2536,8.24,83,6,6.35,RU,1669062831
427,Sakakah,29.9697,40.2064,60.37,45,44,7.52,SA,1669062832
428,Shahreza,32.0339,51.8794,45.07,49,0,2.35,IR,1669062833
429,Las Palmas,28.4204,-14.0131,66.99,78,20,19.57,ES,1669062833
430,Wentzville,38.8114,-90.8529,58.59,31,3,5.99,US,1669062834
431,Clyde River,70.4692,-68.5914,-5.57,65,20,17.27,CA,1669062835
432,Tonantins,-2.8731,-67.8022,77.88,95,100,1.3,BR,1669062836
433,Hovd,48.0056,91.6419,21.45,49,89,6.89,MN,1669062836
434,Coquimbo,-29.9533,-71.3436,62.33,72,40,10.36,CL,1669062790
435,Ust-Nera,64.5667,143.2,-8.82,100,100,3.15,RU,1669062742
436,Vao,-22.6667,167.4833,76.64,82,38,10.87,NC,1669062838
437,Carballo,43.213,-8.691,53.29,88,45,7.0,ES,1669062839
438,Phek,25.6667,94.5,44.96,98,99,1.45,IN,1669062840
439,Marawi,7.9986,124.2928,67.8,91,99,2.17,PH,1669062840
440,Segezha,63.7415,34.3222,18.21,92,45,4.36,RU,1669062841
441,Tromso,69.6496,18.957,29.37,93,0,2.3,NO,1669062842
442,Saskatoon,52.1168,-106.6345,28.38,92,100,12.66,CA,1669062731
443,Necochea,-38.5473,-58.7368,56.44,81,99,15.05,AR,1669062844
444,Japura,-0.3167,102.35,73.94,96,100,1.72,ID,1669062844
445,Saint Anthony,45.0205,-93.218,34.09,58,0,9.22,US,1669062845
446,Matamoros,25.5333,-103.25,60.91,52,40,0.0,MX,1669062846
447,Sao Filipe,14.8961,-24.4956,76.84,64,93,10.02,CV,1669062847
448,Hamilton,39.1834,-84.5333,49.98,25,0,14.97,US,1669062848
449,Zhireken,52.8249,117.3076,-1.32,95,98,1.72,RU,1669062849
450,Groningen,53.25,6.75,39.02,94,100,9.22,NL,1669062725
451,Artyom,40.4723,50.333,57.34,87,99,15.93,AZ,1669062850
452,Flinders,-34.5833,150.8552,56.05,55,2,14.0,AU,1669062851
453,Sydney,-33.8679,151.2073,56.64,50,20,20.71,AU,1669062600
454,Talnakh,69.4865,88.3972,-22.56,94,99,2.35,RU,1669062713
455,Matucana,-11.85,-76.4,65.16,56,43,8.93,PE,1669062853
456,Kichera,55.9375,110.0997,4.84,87,100,2.98,RU,1669062854
457,Hualmay,-11.0964,-77.6139,68.88,75,21,8.59,PE,1669062854
458,Rognan,67.0953,15.3878,32.14,55,0,7.65,NO,1669062855
459,Ismailia,30.6043,32.2723,67.46,64,100,6.73,EG,1669062856
460,Kiama,-34.6833,150.8667,56.25,54,2,10.0,AU,1669062857
461,Deputatskiy,69.3,139.9,-28.26,100,53,1.79,RU,1669062858
462,Deniliquin,-35.5333,144.9667,49.87,69,8,14.56,AU,1669062859
463,Bose,45.4612,8.0137,45.28,78,100,5.46,IT,1669062860
464,Mae Ramat,16.984,98.5166,74.8,98,45,0.96,TH,1669062861
465,Trelew,-43.249,-65.3051,66.49,30,0,26.08,AR,1669062862
466,Pampierstad,-27.7832,24.6877,76.77,31,100,8.21,ZA,1669062863
467,Puerto Leguizamo,-0.1934,-74.7819,86.67,62,88,3.91,CO,1669062863
468,Grand Gaube,-20.0064,57.6608,74.37,74,4,8.99,MU,1669062864
469,Talara,-4.5772,-81.2719,75.96,60,0,12.66,PE,1669062865
470,Panaba,21.2833,-88.2667,80.4,78,100,7.07,MX,1669062866
471,Acari,-15.4311,-74.6158,76.44,55,80,8.88,PE,1669062868
472,Minjur,13.2667,80.2667,75.22,90,100,15.39,IN,1669062868
473,Buchanan,5.8808,-10.0467,78.17,85,67,6.08,LR,1669062869
474,Solnechnyy,50.7214,136.6319,12.7,89,88,1.9,RU,1669062870
475,Ponta Delgada,37.7333,-25.6667,67.5,88,75,16.11,PT,1669062871
476,Seoul,37.5683,126.9778,47.64,97,20,4.61,KR,1669062612
477,Yerofey Pavlovich,53.9667,121.9667,-8.41,98,12,2.62,RU,1669062872
478,Aitape,-3.1374,142.3475,77.94,86,100,2.64,PG,1669062873
479,Redmond,47.674,-122.1215,51.1,63,61,1.99,US,1669062874
480,Nsanje,-16.92,35.262,74.73,77,1,6.11,MW,1669062874
481,Anadyr,64.75,177.4833,-14.3,70,20,13.42,RU,1669062875
482,Maningrida,-12.0667,134.2667,80.58,80,71,5.23,AU,1669062876
483,Andenes,69.3143,16.1194,28.38,80,0,6.91,NO,1669062876
484,Natal,-5.795,-35.2094,81.25,69,40,17.27,BR,1669062714
485,Dongsheng,39.8161,109.9776,30.94,48,92,7.58,CN,1669062877
486,Serenje,-13.2325,30.2352,70.93,54,11,10.69,ZM,1669062878
487,Debre Tabor,11.85,38.0167,52.0,74,49,0.96,ET,1669062879
488,Guilin,25.2819,110.2864,68.11,86,97,0.27,CN,1669062880
489,Itaituba,-4.2761,-55.9836,95.16,46,20,6.91,BR,1669062880
490,Kangaatsiaq,68.3065,-53.4641,13.86,93,99,6.46,GL,1669062881
491,Cidreira,-30.1811,-50.2056,71.8,88,100,7.54,BR,1669062786
492,Yulara,-25.2406,130.9889,69.26,26,100,15.26,AU,1669062882
493,San Rafael,-34.6177,-68.3301,73.2,26,1,7.58,AR,1669062883
494,Guarapari,-20.6667,-40.4975,70.9,92,74,9.57,BR,1669062883
495,Bowen,-20.0167,148.2333,78.6,72,100,6.42,AU,1669062884
496,Sao Raimundo Das Mangabeiras,-7.0219,-45.4811,81.66,59,99,3.83,BR,1669062885
497,Miyako,39.6367,141.9525,50.13,82,9,5.97,JP,1669062885
498,Mapiri,-15.25,-68.1667,77.88,82,100,1.52,BO,1669062886
499,Sorong,-0.8833,131.25,81.12,80,100,9.04,ID,1669062887
500,Uribia,11.7139,-72.266,86.32,56,24,15.75,CO,1669062888
501,Cotonou,6.3654,2.4183,82.38,83,20,9.22,BJ,1669062888
502,Linjiang,41.8069,126.9078,25.84,94,19,1.57,CN,1669062889
503,Payo,-3.7508,103.6372,72.34,89,99,1.81,ID,1669062890
504,Springbok,-29.6643,17.8865,60.1,46,100,2.01,ZA,1669062891
505,Ornskoldsvik,63.2909,18.7153,27.55,100,75,6.91,SE,1669062891
506,Guiyang,26.5833,106.7167,55.89,94,100,6.71,CN,1669062892
507,Kutum,14.2,24.6667,66.63,19,0,8.37,SD,1669062893
508,Chatellerault,46.8,0.5333,45.55,36,67,10.94,FR,1669062893
509,Letlhakane,-21.4167,25.5833,78.93,42,99,13.78,BW,1669062894
510,Dabou,5.3256,-4.3769,79.54,82,81,8.97,CI,1669062895
511,Da Nang,16.0678,108.2208,73.38,100,75,0.0,VN,1669062614
512,Wlodawa,51.55,23.55,29.95,97,100,3.42,PL,1669062896
513,Beibei,29.8256,106.4339,62.37,93,34,2.42,CN,1669062897
514,Nouadhibou,20.931,-17.0347,76.98,47,0,11.5,MR,1669062897
515,Ukiah,39.1502,-123.2078,68.38,31,0,3.44,US,1669062706
516,The Valley,18.217,-63.0578,82.26,83,75,18.41,AI,1669062899
517,Santa Barbara,34.7333,-120.0343,69.22,22,0,0.0,US,1669062900
518,Novaya Ladoga,60.1025,32.3019,22.44,88,93,6.53,RU,1669062900
519,Khetri,27.9833,75.8,60.28,35,0,4.23,IN,1669062901
520,Kijang,35.2442,129.2139,53.33,57,95,8.14,KR,1669062902
521,Concordia,-31.393,-58.0209,64.47,94,100,11.99,AR,1669062903
522,Palmdale,34.5794,-118.1165,68.05,16,81,5.01,US,1669062903
523,Goderich,43.7501,-81.7165,39.9,60,91,21.85,CA,1669062786
524,Carrboro,35.9101,-79.0753,55.78,26,1,4.14,US,1669062905
525,Jiayuguan,39.8167,98.3,34.09,46,94,5.91,CN,1669062905
526,Vanimo,-2.6741,141.3028,78.87,85,100,1.41,PG,1669062906
527,Hurghada,27.2574,33.8129,72.72,56,6,4.45,EG,1669062907
528,Belyye Berega,53.2085,34.6641,30.38,93,100,13.71,RU,1669062908
529,Brae,60.3964,-1.353,41.04,76,100,9.08,GB,1669062909
530,Francistown,-21.17,27.5079,73.17,55,33,8.3,BW,1669062910
531,Urengoy,65.9667,78.3667,-16.24,94,34,12.15,RU,1669062910
532,Paita,-5.0892,-81.1144,68.88,72,8,14.7,PE,1669062911
533,Awbari,26.5921,12.7805,54.66,32,0,5.3,LY,1669062912
534,Palana,59.1167,159.9667,27.1,94,100,12.59,RU,1669062793
535,Shagonar,51.5333,92.8,8.1,96,97,2.13,RU,1669062913
536,Sterlitamak,53.6246,55.9502,8.08,97,100,1.59,RU,1669062914
537,San Miguel,13.4833,-88.1833,91.06,60,40,10.36,SV,1669062713
538,Coihaique,-45.5752,-72.0662,63.21,51,75,13.8,CL,1669062794
539,Tilichiki,60.4667,166.1,3.88,98,100,9.73,RU,1669062916
540,Altay,47.8667,88.1167,24.66,89,100,4.09,CN,1669062916
541,Plettenberg Bay,-34.0527,23.3716,62.71,81,100,3.38,ZA,1669062918
542,Kindu,-2.95,25.95,68.65,99,100,2.17,CD,1669062918
543,Bonavista,48.6499,-53.1147,32.49,77,100,42.68,CA,1669062796
544,Hope,33.6671,-93.5916,55.45,42,70,2.98,US,1669062877
545,Palu,-0.8917,119.8707,76.23,93,100,3.29,ID,1669062920
546,Kulu,39.0951,33.0799,56.16,44,99,13.76,TR,1669062921
547,Troitsko-Pechorsk,62.7084,56.1964,-4.16,100,46,4.12,RU,1669062922
548,Vila Franca Do Campo,37.7167,-25.4333,67.19,92,100,13.04,PT,1669062922
